Id,SalePrice
1461,119703.266
1462,159102.5
1463,191260.89
1464,190683.55
1465,183992.53
1466,174197.42
1467,176474.67
1468,165681.4
1469,183146.27
1470,125157.13
1471,200655.1
1472,93809.39
1473,94753.125
1474,158041.48
1475,128133.24
1476,390386.5
1477,254410.83
1478,289335.6
1479,273590.4
1480,462745.75
1481,342624.2
1482,205491.89
1483,171361.52
1484,173525.73
1485,182679.62
1486,192144.1
1487,353709.38
1488,229739.69
1489,207926.27
1490,218480.67
1491,189651.25
1492,88243.11
1493,181419.7
1494,297257.34
1495,282696.75
1496,235975.08
1497,178093.02
1498,157888.58
1499,158192.44
1500,143596.31
1501,180479.2
1502,143480.52
1503,295203.53
1504,234616.36
1505,227825.78
1506,194889.28
1507,255206.19
1508,203048.62
1509,168752.1
1510,147095.45
1511,146592.84
1512,162854.72
1513,143362.2
1514,170946.92
1515,197995.55
1516,166973.7
1517,159104.92
1518,131544.8
1519,211757.69
1520,131617.33
1521,133898.0
1522,169178.8
1523,115857.71
1524,121754.266
1525,122197.234
1526,119357.3
1527,100724.28
1528,129513.64
1529,150872.95
1530,171268.88
1531,102998.805
1532,92700.195
1533,139049.08
1534,122366.1
1535,154927.62
1536,107109.92
1537,70840.65
1538,163951.62
1539,199385.42
1540,85735.23
1541,140644.81
1542,141826.75
1543,236171.84
1544,74489.7
1545,97897.25
1546,127083.234
1547,131201.0
1548,133046.3
1549,105156.68
1550,142339.36
1551,111071.67
1552,142541.48
1553,153692.8
1554,116076.8
1555,166922.9
1556,83102.945
1557,111086.71
1558,86329.83
1559,56062.184
1560,133376.86
1561,130235.87
1562,128529.65
1563,120410.05
1564,158181.12
1565,148263.98
1566,224330.88
1567,79386.78
1568,231749.23
1569,147191.3
1570,129391.3
1571,120367.57
1572,147097.27
1573,243979.2
1574,120172.01
1575,214003.27
1576,233075.56
1577,197108.17
1578,145689.02
1579,141817.55
1580,188481.78
1581,144113.81
1582,127215.17
1583,331933.6
1584,218730.86
1585,141993.62
1586,76968.34
1587,99671.06
1588,157084.16
1589,102180.69
1590,133533.92
1591,96706.7
1592,96816.42
1593,125319.33
1594,130386.86
1595,108859.46
1596,251627.97
1597,179192.92
1598,209527.28
1599,174163.53
1600,167377.06
1601,67366.5
1602,106878.3
1603,67315.445
1604,272142.5
1605,230985.12
1606,166235.03
1607,155664.3
1608,217256.47
1609,198165.56
1610,153752.31
1611,136046.17
1612,157420.69
1613,157511.23
1614,121755.43
1615,85983.984
1616,71161.336
1617,90329.21
1618,124550.71
1619,142154.6
1620,163479.02
1621,136691.61
1622,141774.55
1623,266548.38
1624,187411.34
1625,123443.51
1626,166268.02
1627,188166.39
1628,282094.03
1629,179941.62
1630,393182.03
1631,222033.89
1632,252647.27
1633,168910.38
1634,185520.34
1635,177017.1
1636,155489.52
1637,199643.81
1638,188402.88
1639,186926.9
1640,258590.06
1641,182435.89
1642,224679.23
1643,218866.28
1644,218038.98
1645,196944.7
1646,157048.66
1647,158381.44
1648,134582.14
1649,139533.27
1650,116878.37
1651,120739.61
1652,95140.766
1653,97300.9
1654,149636.05
1655,153971.83
1656,147057.86
1657,151091.39
1658,144009.94
1659,136189.61
1660,150998.33
1661,439640.25
1662,412180.2
1663,396442.7
1664,382438.7
1665,304517.1
1666,316918.4
1667,340971.22
1668,321356.44
1669,308458.0
1670,336336.4
1671,257361.16
1672,451324.12
1673,295554.25
1674,244943.92
1675,183819.77
1676,183431.53
1677,223179.22
1678,432018.03
1679,396922.0
1680,340668.62
1681,231663.28
1682,318776.88
1683,173085.92
1684,171081.8
1685,173260.66
1686,169851.47
1687,168736.81
1688,183027.88
1689,190301.86
1690,194396.06
1691,185981.8
1692,276002.2
1693,167317.53
1694,186769.38
1695,164501.36
1696,290792.6
1697,170495.11
1698,358264.3
1699,333082.47
1700,241711.89
1701,257461.31
1702,248827.11
1703,249958.28
1704,280871.53
1705,222075.39
1706,362184.4
1707,207614.19
1708,202879.66
1709,291907.9
1710,216251.22
1711,260743.02
1712,265895.38
1713,274034.6
1714,223992.47
1715,209367.1
1716,190170.5
1717,183073.61
1718,135060.97
1719,195561.39
1720,258036.02
1721,171825.78
1722,125663.29
1723,154803.27
1724,216468.69
1725,243338.56
1726,183020.2
1727,154133.6
1728,164528.5
1729,168660.22
1730,153175.1
1731,122774.17
1732,130985.34
1733,116048.016
1734,121289.766
1735,125286.23
1736,116397.83
1737,300058.0
1738,205886.36
1739,253396.27
1740,215012.83
1741,196279.25
1742,179240.77
1743,173909.42
1744,302843.72
1745,211011.39
1746,177850.66
1747,212249.2
1748,239570.03
1749,151734.25
1750,126653.836
1751,243523.12
1752,121653.63
1753,141466.61
1754,197069.27
1755,166688.9
1756,125940.79
1757,121763.09
1758,144402.17
1759,156684.23
1760,161114.95
1761,145659.14
1762,174744.67
1763,170113.28
1764,114731.56
1765,127887.61
1766,175233.97
1767,215157.44
1768,146203.72
1769,178924.64
1770,143816.28
1771,131700.58
1772,144364.44
1773,132587.27
1774,133984.22
1775,142862.67
1776,121606.77
1777,112286.9
1778,133915.75
1779,116431.47
1780,176541.5
1781,131164.22
1782,91013.28
1783,141557.03
1784,108366.414
1785,119344.09
1786,150636.17
1787,164796.56
1788,52618.598
1789,100627.79
1790,73832.164
1791,177097.81
1792,156777.34
1793,122426.56
1794,146890.64
1795,131519.2
1796,118621.164
1797,120542.18
1798,128694.87
1799,110566.914
1800,130204.32
1801,124401.37
1802,136068.88
1803,147120.56
1804,142453.16
1805,136015.67
1806,118839.93
1807,127782.16
1808,119268.77
1809,111569.9
1810,157274.38
1811,94149.43
1812,97944.59
1813,125807.18
1814,102376.84
1815,50072.688
1816,92102.2
1817,117852.59
1818,140145.53
1819,120635.22
1820,42613.68
1821,109055.02
1822,154707.34
1823,36238.527
1824,135328.77
1825,132434.36
1826,97154.12
1827,101110.89
1828,139171.8
1829,113747.766
1830,147375.3
1831,160875.75
1832,72928.5
1833,140851.0
1834,117472.98
1835,129716.61
1836,131794.44
1837,92135.06
1838,116322.7
1839,86471.88
1840,166436.97
1841,133828.3
1842,76778.32
1843,131398.97
1844,137117.64
1845,136091.06
1846,146738.44
1847,151041.39
1848,53470.074
1849,117382.16
1850,118789.39
1851,161055.97
1852,126748.33
1853,129410.18
1854,176519.95
1855,134916.14
1856,215970.3
1857,137505.78
1858,134663.8
1859,123915.305
1860,151985.97
1861,123915.305
1862,343708.1
1863,327899.72
1864,327899.72
1865,322021.25
1866,341339.2
1867,238826.38
1868,304208.84
1869,198972.1
1870,228777.9
1871,259976.02
1872,172735.17
1873,228152.58
1874,147085.2
1875,196800.7
1876,194248.73
1877,207540.34
1878,181679.4
1879,127454.4
1880,134506.19
1881,233417.9
1882,246354.7
1883,186550.95
1884,201421.42
1885,251888.22
1886,314948.53
1887,206410.7
1888,272139.4
1889,150362.31
1890,122132.34
1891,136473.7
1892,110537.39
1893,132012.19
1894,133410.06
1895,131961.45
1896,128529.65
1897,110242.09
1898,101196.164
1899,157502.83
1900,150853.53
1901,171438.83
1902,141359.27
1903,201903.19
1904,153040.75
1905,194515.69
1906,162988.03
1907,195462.77
1908,113384.07
1909,136396.02
1910,119553.586
1911,222810.23
1912,342766.34
1913,158167.55
1914,49120.19
1915,339187.75
1916,65709.8
1917,260853.44
1918,138949.66
1919,160944.19
1920,127474.945
1921,463202.3
1922,326425.2
1923,219752.23
1924,223788.12
1925,198783.75
1926,407830.6
1927,135055.3
1928,153868.48
1929,122838.234
1930,125931.664
1931,139186.39
1932,144068.6
1933,186061.28
1934,181259.2
1935,173440.36
1936,197887.0
1937,177825.55
1938,172817.56
1939,247089.05
1940,185769.62
1941,167860.3
1942,190123.72
1943,207414.5
1944,372450.03
1945,407643.56
1946,130014.48
1947,333573.6
1948,189960.97
1949,238661.08
1950,182755.78
1951,242340.4
1952,198026.52
1953,169177.83
1954,180887.42
1955,135779.67
1956,300000.2
1957,158533.16
1958,338349.72
1959,136790.08
1960,115472.95
1961,121545.2
1962,97372.56
1963,101074.64
1964,110398.85
1965,148956.61
1966,144962.92
1967,287374.6
1968,455470.75
1969,418131.22
1970,450157.9
1971,436874.22
1972,409748.7
1973,255882.23
1974,327247.75
1975,523693.1
1976,276009.84
1977,364207.53
1978,377666.78
1979,324756.2
1980,204826.45
1981,329732.3
1982,214604.95
1983,200781.42
1984,164324.81
1985,239370.2
1986,218875.88
1987,184126.64
1988,174419.0
1989,191605.39
1990,216732.69
1991,232570.2
1992,212248.8
1993,164324.66
1994,241689.53
1995,186706.52
1996,238828.42
1997,300749.0
1998,326243.44
1999,257480.22
2000,306964.6
2001,245723.52
2002,241392.16
2003,256943.03
2004,263472.12
2005,206383.73
2006,224712.44
2007,252480.58
2008,225189.56
2009,195854.61
2010,195719.61
2011,138343.94
2012,181165.72
2013,182363.17
2014,185822.42
2015,208406.1
2016,192388.16
2017,198594.27
2018,121616.28
2019,136695.27
2020,111675.08
2021,111221.87
2022,189000.17
2023,146264.11
2024,245541.73
2025,344085.28
2026,180064.02
2027,152502.4
2028,150728.56
2029,171571.16
2030,278564.84
2031,222320.98
2032,251749.66
2033,272852.5
2034,159703.12
2035,216555.42
2036,194322.3
2037,196011.75
2038,275687.03
2039,229277.2
2040,247554.17
2041,292649.9
2042,200108.16
2043,173497.44
2044,168666.02
2045,209244.92
2046,140833.12
2047,150148.38
2048,139800.73
2049,137339.47
2050,179231.72
2051,106122.125
2052,130520.6
2053,147431.25
2054,82753.23
2055,156141.56
2056,136990.6
2057,115589.52
2058,227151.28
2059,131404.11
2060,167599.56
2061,177407.5
2062,131630.12
2063,111356.02
2064,153494.61
2065,119804.23
2066,159363.84
2067,94512.97
2068,124393.78
2069,83955.71
2070,113222.1
2071,92465.33
2072,128786.586
2073,137361.73
2074,186427.7
2075,145586.66
2076,127245.26
2077,161537.75
2078,130860.11
2079,130438.23
2080,114546.69
2081,127015.75
2082,135745.23
2083,147312.77
2084,114676.43
2085,119636.39
2086,112706.28
2087,121810.71
2088,101549.14
2089,73111.78
2090,125140.07
2091,128388.766
2092,126872.164
2093,117312.55
2094,119989.92
2095,135724.9
2096,75148.22
2097,97361.98
2098,148637.17
2099,53378.008
2100,75549.555
2101,123493.08
2102,114002.76
2103,102806.36
2104,136685.23
2105,124472.81
2106,76077.87
2107,214527.0
2108,114138.96
2109,112717.03
2110,126594.55
2111,139371.95
2112,143648.1
2113,120503.33
2114,110452.664
2115,167620.03
2116,116288.984
2117,155524.52
2118,118825.31
2119,101512.73
2120,115592.28
2121,108037.85
2122,106178.414
2123,81280.336
2124,166607.84
2125,134867.12
2126,152301.55
2127,154746.0
2128,127929.086
2129,100757.81
2130,145392.12
2131,148275.72
2132,118767.87
2133,124418.695
2134,117051.266
2135,97418.73
2136,76500.07
2137,113245.1
2138,133167.03
2139,149909.58
2140,143445.34
2141,141222.77
2142,126570.28
2143,150157.97
2144,111475.35
2145,134661.88
2146,163965.86
2147,136802.08
2148,126841.32
2149,148763.67
2150,222944.78
2151,110224.64
2152,174353.64
2153,168608.28
2154,108799.055
2155,133927.5
2156,292625.9
2157,221393.0
2158,234004.1
2159,196335.98
2160,178530.9
2161,240390.52
2162,414753.88
2163,335005.66
2164,254918.67
2165,177719.08
2166,150623.95
2167,223093.45
2168,200854.78
2169,198036.14
2170,219483.73
2171,148491.53
2172,137750.58
2173,162070.27
2174,226154.17
2175,316820.8
2176,322361.1
2177,252663.4
2178,202819.3
2179,142299.05
2180,232235.97
2181,189161.56
2182,216975.48
2183,189501.19
2184,126790.4
2185,105998.42
2186,141159.08
2187,152250.58
2188,157661.98
2189,205918.38
2190,86652.76
2191,86542.586
2192,99666.98
2193,97863.555
2194,97211.945
2195,112264.09
2196,101376.805
2197,116280.664
2198,143970.67
2199,169458.62
2200,136170.52
2201,132415.03
2202,232278.06
2203,142291.44
2204,184148.23
2205,120220.266
2206,152316.66
2207,222064.8
2208,257759.81
2209,231790.56
2210,123957.15
2211,116440.24
2212,119341.93
2213,105090.61
2214,122509.14
2215,102032.086
2216,150888.5
2217,70318.45
2218,62257.188
2219,69668.766
2220,52591.906
2221,337671.16
2222,279629.0
2223,298912.4
2224,203241.6
2225,110182.18
2226,179601.64
2227,195762.36
2228,266699.4
2229,251069.2
2230,154003.7
2231,221153.9
2232,183302.12
2233,165457.66
2234,232321.48
2235,218285.53
2236,263884.28
2237,346137.34
2238,207089.17
2239,99829.74
2240,155301.0
2241,162960.2
2242,125621.35
2243,124297.84
2244,104569.445
2245,98801.33
2246,144697.86
2247,106310.54
2248,125370.62
2249,125830.336
2250,133707.1
2251,107828.28
2252,175550.44
2253,156464.28
2254,174338.52
2255,185691.5
2256,181953.72
2257,214087.58
2258,174443.45
2259,177691.12
2260,158808.25
2261,188320.97
2262,208996.23
2263,379116.72
2264,358522.03
2265,167827.17
2266,336017.72
2267,379621.78
2268,420669.84
2269,154127.12
2270,193699.5
2271,209053.44
2272,195974.94
2273,166701.14
2274,181157.6
2275,158354.84
2276,191749.61
2277,188972.6
2278,144235.48
2279,128509.06
2280,113052.266
2281,170523.4
2282,190592.28
2283,101713.81
2284,114858.01
2285,154253.58
2286,122098.336
2287,336436.8
2288,272387.38
2289,379049.84
2290,481599.1
2291,329156.72
2292,439161.28
2293,409600.6
2294,444173.2
2295,426792.7
2296,276383.88
2297,320326.22
2298,309992.66
2299,374561.6
2300,349790.94
2301,286130.6
2302,241965.36
2303,243485.27
2304,235506.78
2305,180389.2
2306,179521.5
2307,187672.12
2308,226673.9
2309,274896.8
2310,207118.0
2311,190317.11
2312,182485.14
2313,170894.6
2314,165734.03
2315,179660.58
2316,183318.56
2317,182253.12
2318,179891.86
2319,178636.16
2320,190891.69
2321,252707.98
2322,166718.31
2323,188998.72
2324,166333.67
2325,206212.17
2326,162146.95
2327,207453.08
2328,232348.06
2329,189114.48
2330,179693.3
2331,362019.7
2332,377288.06
2333,319796.3
2334,258318.19
2335,256005.25
2336,327149.12
2337,201541.52
2338,267417.12
2339,202036.66
2340,399963.4
2341,205269.77
2342,229358.34
2343,221102.88
2344,222753.3
2345,233149.6
2346,208487.4
2347,205401.56
2348,232557.12
2349,185966.38
2350,301701.03
2351,252646.78
2352,256228.75
2353,238871.25
2354,137628.31
2355,154294.92
2356,151990.45
2357,193418.0
2358,195190.05
2359,129415.36
2360,115432.1
2361,142077.2
2362,273671.8
2363,148109.38
2364,153354.88
2365,211606.69
2366,194200.2
2367,226133.69
2368,211868.6
2369,218716.45
2370,173506.03
2371,169147.33
2372,194239.11
2373,292435.62
2374,334705.8
2375,266897.34
2376,284223.84
2377,349911.06
2378,138942.36
2379,188181.47
2380,139703.58
2381,165711.27
2382,205303.84
2383,203316.23
2384,256329.94
2385,159813.12
2386,134042.25
2387,138714.11
2388,97634.51
2389,123745.484
2390,150933.98
2391,146852.12
2392,115455.23
2393,172143.16
2394,144991.27
2395,213267.97
2396,148070.55
2397,220051.08
2398,132038.12
2399,56685.293
2400,54614.004
2401,114383.16
2402,141970.73
2403,133741.92
2404,147200.7
2405,163433.81
2406,143450.81
2407,124679.414
2408,145758.92
2409,124443.02
2410,157583.36
2411,120628.43
2412,159687.28
2413,134420.53
2414,145754.05
2415,130463.98
2416,126153.08
2417,135307.98
2418,131541.28
2419,124723.18
2420,122523.625
2421,144344.89
2422,110046.19
2423,124271.766
2424,157314.12
2425,203434.73
2426,126406.83
2427,135113.53
2428,182479.56
2429,117473.875
2430,131676.33
2431,109709.4
2432,150329.34
2433,153423.19
2434,142509.55
2435,152276.72
2436,107873.33
2437,110711.99
2438,121572.1
2439,100781.26
2440,118624.445
2441,92372.17
2442,99586.875
2443,116784.88
2444,128454.05
2445,75919.28
2446,132170.16
2447,177157.44
2448,133788.34
2449,106600.8
2450,144756.66
2451,127394.734
2452,205670.3
2453,90405.39
2454,121531.76
2455,117896.1
2456,139295.94
2457,128171.734
2458,109987.64
2459,108417.79
2460,129173.07
2461,120135.57
2462,133775.2
2463,125909.93
2464,179250.34
2465,138413.22
2466,120204.445
2467,131780.61
2468,76136.15
2469,73792.32
2470,189104.2
2471,228751.94
2472,161426.7
2473,126275.85
2474,85246.2
2475,203917.03
2476,113219.4
2477,128444.37
2478,149566.42
2479,113039.98
2480,153726.06
2481,123263.4
2482,128967.38
2483,114433.35
2484,120109.56
2485,126426.6
2486,167034.7
2487,185548.64
2488,158370.86
2489,151683.47
2490,159277.55
2491,88311.47
2492,186798.6
2493,143192.22
2494,153133.9
2495,83816.266
2496,265297.84
2497,149736.97
2498,112380.64
2499,93756.086
2500,132240.5
2501,140320.2
2502,154088.31
2503,88674.53
2504,178645.36
2505,223028.78
2506,251463.39
2507,281171.7
2508,255318.42
2509,211529.81
2510,223275.44
2511,180185.64
2512,204864.17
2513,209972.77
2514,312085.1
2515,151089.38
2516,170986.55
2517,143340.6
2518,150127.75
2519,224083.7
2520,219751.81
2521,188315.94
2522,219284.12
2523,124424.03
2524,137869.12
2525,147779.64
2526,134138.67
2527,108058.875
2528,130893.31
2529,135162.89
2530,120249.96
2531,246866.47
2532,225437.31
2533,195879.64
2534,223710.89
2535,325929.97
2536,235714.39
2537,240365.75
2538,180696.72
2539,190046.67
2540,171730.11
2541,180990.78
2542,167366.53
2543,128798.62
2544,122620.414
2545,134878.58
2546,129335.53
2547,147868.19
2548,140159.58
2549,156941.9
2550,241766.53
2551,140339.73
2552,127756.57
2553,74794.945
2554,105622.234
2555,117823.71
2556,103899.64
2557,111575.75
2558,143611.38
2559,131882.44
2560,147066.83
2561,145341.94
2562,136392.38
2563,151368.02
2564,211013.81
2565,144955.88
2566,164824.7
2567,135651.53
2568,207037.62
2569,223465.03
2570,120502.87
2571,185644.77
2572,139860.73
2573,214954.61
2574,269905.72
2575,125347.54
2576,125631.77
2577,172223.28
2578,84828.22
2579,61903.79
2580,97275.94
2581,86627.97
2582,91884.37
2583,283431.28
2584,153139.02
2585,169744.27
2586,216103.39
2587,192385.95
2588,154486.62
2589,147961.84
2590,202825.88
2591,220465.1
2592,213752.6
2593,258346.27
2594,178503.84
2595,192871.11
2596,310935.7
2597,185847.6
2598,291975.28
2599,302101.5
2600,175505.58
2601,148643.12
2602,79877.15
2603,96674.055
2604,86766.625
2605,72182.85
2606,143560.72
2607,191731.33
2608,191265.08
2609,174119.02
2610,112957.43
2611,121990.32
2612,152963.86
2613,132759.22
2614,131519.45
2615,156217.67
2616,142884.47
2617,166332.88
2618,188446.19
2619,205334.19
2620,189627.56
2621,181165.2
2622,185093.38
2623,259007.4
2624,297922.3
2625,320545.94
2626,175046.06
2627,168750.33
2628,517741.97
2629,499975.0
2630,387266.47
2631,470198.84
2632,423015.25
2633,341552.16
2634,426121.22
2635,152687.67
2636,173260.98
2637,178763.64
2638,259389.58
2639,184969.33
2640,155792.75
2641,108376.75
2642,193116.45
2643,102020.805
2644,126464.83
2645,105580.64
2646,96999.414
2647,100473.98
2648,145661.23
2649,149705.7
2650,150726.98
2651,143194.67
2652,412433.0
2653,236736.95
2654,244981.31
2655,394999.2
2656,310791.0
2657,347688.0
2658,302703.7
2659,303135.28
2660,354938.7
2661,347967.97
2662,349883.03
2663,296244.2
2664,261021.17
2665,330400.88
2666,278746.38
2667,165801.69
2668,182740.62
2669,175835.95
2670,277070.56
2671,188201.39
2672,188854.4
2673,206345.36
2674,197423.86
2675,184355.58
2676,187813.03
2677,195778.98
2678,262255.78
2679,272102.53
2680,274372.44
2681,400528.72
2682,329941.47
2683,496305.62
2684,319789.0
2685,336299.53
2686,256138.34
2687,332762.75
2688,213165.5
2689,200582.39
2690,481938.2
2691,185606.34
2692,133709.39
2693,186891.44
2694,133611.25
2695,191049.05
2696,185560.33
2697,191818.94
2698,190601.36
2699,165237.05
2700,157190.56
2701,143524.72
2702,112018.76
2703,115996.45
2704,142998.3
2705,121371.92
2706,120183.81
2707,126110.26
